"codeSystem","id","instanceType","uuid:ID","code","codeSystemVersion","decode"
"http://www.cdisc.org","Code_169","Code","395d3d2a-4f98-4fb2-8df0-983296c8cb96","C113380","2023-12-15","Disabling Adverse Event"
"http://www.cdisc.org","Code_170","Code","c6bbe337-6251-4b2e-86ab-37b860b8f066","C49487","2023-12-15","No"
"http://www.cdisc.org","Code_171","Code","a2f6c1ab-fb9f-4120-826c-04ea69185421","C49488","2023-12-15","Yes"
"http://www.cdisc.org","Code_172","Code","f11632ac-a2dd-4a1a-8d55-4cffcac3a618","C48275","2023-12-15","Death Related to Adverse Event"
"http://www.cdisc.org","Code_173","Code","2e0fd04d-65f7-4587-8444-0e0c71c8c65c","C49487","2023-12-15","No"
"http://www.cdisc.org","Code_174","Code","b09f4080-2b86-416d-acef-2d9f7c5095b5","C49488","2023-12-15","Yes"
"http://www.cdisc.org","Code_175","Code","f6ced589-7337-4d53-814c-07f9ff4a5196","C83052","2023-12-15","Adverse Event associated with Hospitalization"
"http://www.cdisc.org","Code_176","Code","eb3d443a-3c8f-43a0-ad65-c2fc217a76bb","C49487","2023-12-15","No"
"http://www.cdisc.org","Code_177","Code","f59cf14c-4f4f-4132-ad21-d816cbac2398","C49488","2023-12-15","Yes"
"http://www.cdisc.org","Code_178","Code","24002a9a-7dc3-4298-a491-0e6c20c72cac","C84266","2023-12-15","Life Threatening Adverse Event"
"http://www.cdisc.org","Code_179","Code","b9a1e921-2704-470a-865c-0ff6815a3ce4","C49487","2023-12-15","No"
"http://www.cdisc.org","Code_180","Code","78fcc695-ad2c-4c2c-8c43-4ddacd5456af","C49488","2023-12-15","Yes"
"http://www.cdisc.org","Code_181","Code","20a93e30-7f63-40a9-8cdc-42b16f8e63e6","C83214","2023-12-15","Adverse Event Occurred with Overdose"
"http://www.cdisc.org","Code_182","Code","a979d628-560d-4bce-8d99-4e085e76ac56","C49487","2023-12-15","No"
"http://www.cdisc.org","Code_183","Code","9f336f50-d9de-4ad3-ad40-1a6dc265da6d","C49488","2023-12-15","Yes"
"http://www.cdisc.org","Code_184","Code","cf6e1e08-2dd4-4756-b617-7821778121d4","C83053","2023-12-15","Adverse Event Associated with Serious Medical Event"
"http://www.cdisc.org","Code_185","Code","34749be9-9a41-4637-990b-d5accdd456a3","C49487","2023-12-15","No"
"http://www.cdisc.org","Code_186","Code","b36e8843-aa51-4f83-b21f-b6d016fd05dd","C49488","2023-12-15","Yes"
"http://www.cdisc.org","Code_187","Code","f3a63ca0-1a15-4523-ad86-bc29cb5b5e4f","C83199","2023-12-15","Adverse Event Concomitant Treatment"
"http://www.cdisc.org","Code_188","Code","1ee0e33f-c369-4860-9f08-126d026aefe7","C83215","2023-12-15","Adverse Event Start Date Time"
"http://www.cdisc.org","Code_189","Code","b53bef27-eb0e-4753-852b-5e29393a67fa","C83201","2023-12-15","Adverse Event End Date Time"
"http://www.cdisc.org","Code_190","Code","9f1a7b26-99b6-4fcc-bd4a-272a4af2e15a","C179175","2023-12-15","Solicited Adverse Event"
"http://www.cdisc.org","Code_191","Code","54a3b808-451c-4d3b-b58f-cfc5a3f07d69","C25298","2023-12-15","SYSBP"
"http://www.cdisc.org","Code_192","Code","6aa07541-5fd5-4cbe-9354-425fc8e886e2","C77140","2023-12-15","Clinical Test Result"
"http://www.cdisc.org","Code_193","Code","360e9949-a78e-42d6-ba21-738e7a1eee0d","C49669","2023-12-15","Unit of Pressure"
"http://www.cdisc.org","Code_194","Code","7ff19728-7743-4907-9ad3-1f5419c681fd","C62122","2023-12-15","Sitting"
"http://www.cdisc.org","Code_195","Code","25ab76f9-0e5a-4f85-ace5-562f40257eb7","C62166","2023-12-15","Standing"
"http://www.cdisc.org","Code_196","Code","9e6872f8-42f7-4da1-90ae-0fab6e801855","C62167","2023-12-15","Supine Position"
"http://www.cdisc.org","Code_197","Code","8fea0426-ee52-4a37-96ab-bf22aa3b7aa8","C62164","2023-12-15","Body Position"
"http://www.cdisc.org","Code_198","Code","fff0e29c-215b-4150-9304-c0e76b6e9553","C12681","2023-12-15","Brachial Artery"
"http://www.cdisc.org","Code_199","Code","b41f7b51-8edf-47be-9501-428f7d1e6487","C12687","2023-12-15","Common Carotid Artery"
"http://www.cdisc.org","Code_200","Code","ee6e1500-ad22-4858-b3f2-73f5af0f76bf","C32478","2023-12-15","Dorsalis Pedis Artery"
"http://www.cdisc.org","Code_201","Code","8c41e92f-e857-41c4-a94e-1d1c1172e29f","C12715","2023-12-15","Femoral Artery"
"http://www.cdisc.org","Code_202","Code","da71b1a1-ae3a-4421-8615-04d0d83e6ca0","C12838","2023-12-15","Radial Artery"
"http://www.cdisc.org","Code_203","Code","4ab17057-c8cc-4f60-820f-33beef373ea0","C13717","2023-12-15","Anatomic Site"
"http://www.cdisc.org","Code_204","Code","c623f228-94f2-4184-a64d-b26d4b7f1c94","C25229","2023-12-15","Left"
"http://www.cdisc.org","Code_205","Code","93b54d9c-5c5a-493a-b6c1-ac3f37b165fa","C25228","2023-12-15","Right"
"http://www.cdisc.org","Code_206","Code","a5ae13f1-c2ab-4e27-8227-0698d2a467d4","C25185","2023-12-15","Laterality"
"http://www.cdisc.org","Code_207","Code","fca41da8-cbfd-4d43-a56e-ec9f3d821494","C25298","2023-12-15","SYSBP"
"http://www.cdisc.org","Code_208","Code","b93aab74-c166-43c9-a995-d290c47dbda2","C25299","2023-12-15","DIABP"
"http://www.cdisc.org","Code_209","Code","176268bb-0fbc-4219-b1dd-aa88b796f7cb","C77140","2023-12-15","Clinical Test Result"
"http://www.cdisc.org","Code_210","Code","942b69a3-6b6f-4270-992d-bc9a5f93df77","C49669","2023-12-15","Unit of Pressure"
"http://www.cdisc.org","Code_211","Code","2fc307cc-b7ea-41b2-b080-bc2557e73154","C62122","2023-12-15","Sitting"
"http://www.cdisc.org","Code_212","Code","73af94f2-7dc9-4831-acba-cd874ec0f93e","C62166","2023-12-15","Standing"
"http://www.cdisc.org","Code_213","Code","e6363dd3-666d-48e7-a6f3-8ac1438468b8","C62167","2023-12-15","Supine Position"
"http://www.cdisc.org","Code_214","Code","cf704662-15cf-448c-824c-abf15b75ac84","C62164","2023-12-15","Body Position"
"http://www.cdisc.org","Code_215","Code","6e0b0787-b29b-4a3a-8069-827d235ead32","C12681","2023-12-15","Brachial Artery"
"http://www.cdisc.org","Code_216","Code","a6320c9c-f0cb-4cee-8ad9-b7368e741def","C12687","2023-12-15","Common Carotid Artery"
"http://www.cdisc.org","Code_217","Code","c939c258-1e59-401b-a813-02a64dbb1fae","C32478","2023-12-15","Dorsalis Pedis Artery"
"http://www.cdisc.org","Code_218","Code","9c695458-57e5-47ae-b9ad-da35ddfe5192","C12715","2023-12-15","Femoral Artery"
"http://www.cdisc.org","Code_219","Code","7607f468-b490-4ccb-b854-70a30508a162","C12838","2023-12-15","Radial Artery"
"http://www.cdisc.org","Code_220","Code","1a3c512e-d90f-44bb-99af-b9b575c5b4d5","C13717","2023-12-15","Anatomic Site"
"http://www.cdisc.org","Code_221","Code","a11921ce-c127-4198-b2b1-2169271bcb12","C25229","2023-12-15","Left"
"http://www.cdisc.org","Code_222","Code","afbbfe13-769e-4058-ab9f-7740f9d7c5fa","C25228","2023-12-15","Right"
"http://www.cdisc.org","Code_223","Code","40e2415d-4be6-4a19-a9b5-a3f45e4bf7dc","C25185","2023-12-15","Laterality"
"http://www.cdisc.org","Code_224","Code","b3b25720-e3c4-464c-8981-60a554b418ce","C25299","2023-12-15","DIABP"
"http://www.cdisc.org","Code_225","Code","ba5baa94-7184-40b3-9c85-5c889fdaabb6","C174446","2023-12-15","TEMP"
"http://www.cdisc.org","Code_226","Code","e3b83146-50d8-4bda-afaf-b115b497b5c5","C77140","2023-12-15","Clinical Test Result"
"http://www.cdisc.org","Code_227","Code","d50519ba-f0fc-4d9a-add0-9e35a8bf54f6","C42559","2023-12-15","Degree Celsius"
"http://www.cdisc.org","Code_228","Code","af2be0d3-9949-4831-8026-2679dc3e1c49","C44277","2023-12-15","Degree Fahrenheit"
"http://www.cdisc.org","Code_229","Code","fa675963-f2ee-44a2-abc9-8613681f3f75","C42537","2023-12-15","Kelvin"
"http://www.cdisc.org","Code_230","Code","675cb1db-6510-44ea-ac91-8ff265cc58a0","C44276","2023-12-15","Unit of Temperature"
"http://www.cdisc.org","Code_231","Code","2a8ac885-2133-40ab-85e2-fcdfc6ba9c37","C12674","2023-12-15","Axilla"
"http://www.cdisc.org","Code_232","Code","f9ee5dc0-523a-475d-a85b-b111b20809fe","C12394","2023-12-15","Ear"
"http://www.cdisc.org","Code_233","Code","a9abc25f-6cf5-4a8e-86e6-658ac5f14dae","C89803","2023-12-15","Forehead"
"http://www.cdisc.org","Code_234","Code","15a05002-20c2-48ec-844b-61abd155c4af","C12421","2023-12-15","Oral Cavity"
"http://www.cdisc.org","Code_235","Code","7392f0be-3e63-453f-88fd-2c8e4fd45f42","C12390","2023-12-15","Rectum"
"http://www.cdisc.org","Code_236","Code","1ba7ccc9-9f8d-4591-9826-9f87fd1fc787","C13717","2023-12-15","Anatomic Site"
"http://www.cdisc.org","Code_237","Code","2b955871-858b-4ebb-8041-51310a1f67d6","C174446","2023-12-15","TEMP"
"http://www.cdisc.org","Code_238","Code","ec05846a-90da-476f-af07-d20b6269d2c4","C25208","2023-12-15","WEIGHT"
"http://www.cdisc.org","Code_239","Code","b78aff16-93f4-4487-ab7c-4c0f684bce95","C77140","2023-12-15","Clinical Test Result"
"http://www.cdisc.org","Code_240","Code","05b65010-e596-48a0-84f5-8644a2d27c96","C48531","2023-12-15","Pound"
"http://www.cdisc.org","Code_241","Code","5d55673e-b76e-4570-ad5b-fb8fc42443a8","C48155","2023-12-15","Gram"
"http://www.cdisc.org","Code_242","Code","38a86085-a614-45f8-9fcf-3ec6f3f47946","C28252","2023-12-15","Kilogram"
"http://www.cdisc.org","Code_243","Code","daaed7e7-0d0a-4b1d-80e8-741f8571b657","C48208","2023-12-15","Unit of Weight"
"http://www.cdisc.org","Code_244","Code","75cf6a40-5b9b-4d9e-912a-f209adddd489","C25208","2023-12-15","WEIGHT"
"http://www.cdisc.org","Code_245","Code","c51af070-e1da-4f38-a05a-4e24e407bff2","C25347","2023-12-15","HEIGHT"
"http://www.cdisc.org","Code_246","Code","eefc0463-a369-41c6-878b-a409707b247f","C77140","2023-12-15","Clinical Test Result"
"http://www.cdisc.org","Code_247","Code","789685d2-a363-4c96-a378-ffd6d97f3407","C49668","2023-12-15","Centimeter"
"http://www.cdisc.org","Code_248","Code","85f5bba6-7330-4fc5-a49e-21d4eb22b1e3","C48500","2023-12-15","Inch"
"http://www.cdisc.org","Code_249","Code","838d4393-7571-4bf5-a652-f2ac8adcdf6e","C41139","2023-12-15","Meter"
"http://www.cdisc.org","Code_250","Code","c9377580-410c-4c56-aa74-1120db403cfc","C168688","2023-12-15","Unit of Height"
"http://www.cdisc.org","Code_251","Code","8fdf6dd8-9f0e-4e4a-a981-60fc2756bb55","C25347","2023-12-15","HEIGHT"
"http://www.cdisc.org","Code_252","Code","f13b91c7-c29f-47cd-baf0-281811c38460","C64433","2023-12-15","ALT"
"http://www.cdisc.org","Code_253","Code","6f0e306f-41c2-400f-b505-e34710e69ac0","C36292","2023-12-15","Laboratory Test Result"
"http://www.cdisc.org","Code_254","Code","ff65c052-e6eb-464e-8b3b-678856f6204f","C67456","2023-12-15","Unit per Liter"
"http://www.cdisc.org","Code_255","Code","e9da9153-4797-4b1f-9f92-f5c43bcd6bba","C67397","2023-12-15","Microkatal per Liter"
"http://www.cdisc.org","Code_256","Code","6298ece8-7d20-4409-9e2e-a847cf75f2de","C67376","2023-12-15","International Unit per Liter"
"http://www.cdisc.org","Code_257","Code","8a760fcf-0176-4e8a-af23-9958e87622fe","C70510","2023-12-15","Nanokatal per Liter"
"http://www.cdisc.org","Code_258","Code","6c808c10-e467-4492-929b-b1df51657465","C67365","2023-12-15","Unit of Catalytic Activity Concentration"
"http://www.cdisc.org","Code_259","Code","ceec40db-8c36-4678-b83b-1ff97bf51745","C70713","2023-12-15","Biospecimen Type"
"http://www.cdisc.org","Code_260","Code","9f7cd614-015b-498e-9618-cdfa47eeea06","C49487","2023-12-15","No"
"http://www.cdisc.org","Code_261","Code","ab3c6a12-9eea-43a6-aee5-464d96494349","C49488","2023-12-15","Yes"
"http://www.cdisc.org","Code_262","Code","d48cd87d-e129-4178-8d34-44edacecaeb8","C83309","2023-12-15","Laboratory Test Fasting Status"
"http://www.cdisc.org","Code_263","Code","ebf2252f-d6d0-4bbd-8f18-72fed192c500","C64433","2023-12-15","ALT"
"http://www.cdisc.org","Code_264","Code","9953f367-60a3-4620-ac44-6b9bb88c541f","C64431","2023-12-15","ALB"
"http://www.cdisc.org","Code_265","Code","69ca2ed0-e954-4469-b557-175081ab12b6","C36292","2023-12-15","Laboratory Test Result"
"http://www.cdisc.org","Code_266","Code","899dd988-a6f0-4cad-aea2-5bfd232d022f","C70713","2023-12-15","Biospecimen Type"
"http://www.cdisc.org","Code_267","Code","65601ecd-d9b6-4866-be46-0c9d0bd56bc2","C49487","2023-12-15","No"
"http://www.cdisc.org","Code_268","Code","3405f7a7-933d-4f72-aab3-ad4b2f976353","C49488","2023-12-15","Yes"
"http://www.cdisc.org","Code_269","Code","b44e74ef-9893-47ad-a3c2-e758de2df981","C83309","2023-12-15","Laboratory Test Fasting Status"
"http://www.cdisc.org","Code_270","Code","215c53ed-3b8c-47ce-aaa4-9841d1e4f25e","C64431","2023-12-15","ALB"
"http://www.cdisc.org","Code_271","Code","a960e72e-5734-4f80-bf8b-9a732506591f","C64432","2023-12-15","ALP"
"http://www.cdisc.org","Code_272","Code","952efbad-720c-435b-9932-43fe1829bfa3","C36292","2023-12-15","Laboratory Test Result"
"http://www.cdisc.org","Code_273","Code","e2caa868-457f-435e-9ff2-2c8366a36a3d","C67456","2023-12-15","Unit per Liter"
"http://www.cdisc.org","Code_274","Code","f160734b-a124-4d6a-90e7-155ca70064cf","C67397","2023-12-15","Microkatal per Liter"
"http://www.cdisc.org","Code_275","Code","55b1fce9-a32f-4efb-b9d8-713b38acd4b5","C67376","2023-12-15","International Unit per Liter"
"http://www.cdisc.org","Code_276","Code","913500f1-da59-4ca9-aae7-4da587ec9858","C67365","2023-12-15","Unit of Catalytic Activity Concentration"
"http://www.cdisc.org","Code_277","Code","fa974b1a-19eb-4874-912c-88ccd4673328","C70713","2023-12-15","Biospecimen Type"
"http://www.cdisc.org","Code_278","Code","b95068f9-8a92-47a0-ae32-aa5ddfb06413","C49487","2023-12-15","No"
"http://www.cdisc.org","Code_279","Code","1cdf6196-20b0-494e-b515-ce5c86af3cc4","C49488","2023-12-15","Yes"
"http://www.cdisc.org","Code_280","Code","b660bbf7-6fb1-4dbc-aa6c-930a7b207395","C83309","2023-12-15","Laboratory Test Fasting Status"
"http://www.cdisc.org","Code_281","Code","2e3484f0-a941-41e7-90ba-97b78df54fd5","C64432","2023-12-15","ALP"
"http://www.cdisc.org","Code_282","Code","22ff29a7-db49-45be-a2cc-bdd681d3d821","C64467","2023-12-15","AST"
"http://www.cdisc.org","Code_283","Code","490b2476-0b40-4ca6-92b1-b230bf995eac","C36292","2023-12-15","Laboratory Test Result"
"http://www.cdisc.org","Code_284","Code","b6599d26-2b5b-4983-a133-195f71401449","C67456","2023-12-15","Unit per Liter"
"http://www.cdisc.org","Code_285","Code","474124c2-88bb-4202-b399-4783f597428c","C67397","2023-12-15","Microkatal per Liter"
"http://www.cdisc.org","Code_286","Code","dd8337f1-947b-4768-9d3d-8531ea097db1","C67376","2023-12-15","International Unit per Liter"
"http://www.cdisc.org","Code_287","Code","4f5b6676-dd7d-483e-bbc3-40ba6e148678","C67365","2023-12-15","Unit of Catalytic Activity Concentration"
"http://www.cdisc.org","Code_288","Code","c295f523-fb8d-4a21-aa8d-0a4ef1aa0c93","C70713","2023-12-15","Biospecimen Type"
"http://www.cdisc.org","Code_289","Code","45219805-c2a0-4ef5-b54f-93d0a7332f76","C49487","2023-12-15","No"
"http://www.cdisc.org","Code_290","Code","2999cfe4-2684-4425-8298-88342b24e7b7","C49488","2023-12-15","Yes"
"http://www.cdisc.org","Code_291","Code","aef83ef6-d348-4009-86b7-d994849e5183","C83309","2023-12-15","Laboratory Test Fasting Status"
"http://www.cdisc.org","Code_292","Code","193d7be4-a6ce-440e-9291-70f071367d19","C64467","2023-12-15","AST"
"http://www.cdisc.org","Code_293","Code","d52e27b0-a595-46b1-a27c-ecfc0d20ccab","C64547","2023-12-15","CREAT"
"http://www.cdisc.org","Code_294","Code","914bb802-7997-472d-b2c4-d78d02124f16","C36292","2023-12-15","Laboratory Test Result"
"http://www.cdisc.org","Code_295","Code","c22af9dd-60cc-4f02-b27f-49383af33e18","C67015","2023-12-15","Milligram per Deciliter"
"http://www.cdisc.org","Code_296","Code","4b830c70-377f-47db-9daa-268eb59d6f7a","C64572","2023-12-15","Microgram per Milliliter"
"http://www.cdisc.org","Code_297","Code","6151d231-f99a-4b40-96cc-977f02cb8ae4","C64387","2023-12-15","Millimole per Liter"
"http://www.cdisc.org","Code_298","Code","ceb74803-ccb0-46b2-ad60-6f60b4c91358","C48508","2023-12-15","Micromole per Liter"
"http://www.cdisc.org","Code_299","Code","6eb25d86-a97d-4dc1-ae56-dd9f5f8e2b17","C48207","2023-12-15","Unit of Concentration"
"http://www.cdisc.org","Code_300","Code","94625eb1-e3d1-4a83-a982-cddbb47f84a0","C70713","2023-12-15","Biospecimen Type"
"http://www.cdisc.org","Code_301","Code","6f7bf95f-e295-49fa-b38d-8c0c6e02de6f","C49487","2023-12-15","No"
"http://www.cdisc.org","Code_302","Code","ae5732da-21aa-4afd-8c18-f498c1bf35a5","C49488","2023-12-15","Yes"
"http://www.cdisc.org","Code_303","Code","6ea0599b-2685-4cb8-9188-8854f2648039","C83309","2023-12-15","Laboratory Test Fasting Status"
"http://www.cdisc.org","Code_304","Code","756cb6d0-46ce-4ff4-81da-0463c3de83f8","C64547","2023-12-15","CREAT"
"http://www.cdisc.org","Code_305","Code","d0b5999a-89d4-41f9-a3d5-e85170495c75","C64853","2023-12-15","K"
"http://www.cdisc.org","Code_306","Code","51a5deda-38b7-4313-a0a4-ce63342ab565","C36292","2023-12-15","Laboratory Test Result"
"http://www.cdisc.org","Code_307","Code","b9e7234a-4005-49f1-9821-05811e127a79","C67474","2023-12-15","Milliequivalent per Liter"
"http://www.cdisc.org","Code_308","Code","c96e242c-6377-4df2-b145-b7bd39064652","C67473","2023-12-15","Milliequivalent per Deciliter"
"http://www.cdisc.org","Code_309","Code","b1bc1446-13f5-4cf9-aba4-aa2d5f6b6e7c","C64387","2023-12-15","Millimole per Liter"
"http://www.cdisc.org","Code_310","Code","667c9718-7d8e-4652-a8ea-7a55a08e9acc","C64567","2023-12-15","Molarity Unit"
"http://www.cdisc.org","Code_311","Code","3c72d2e0-ed11-48b9-a30c-942ff3f474da","C70713","2023-12-15","Biospecimen Type"
"http://www.cdisc.org","Code_312","Code","d4da6ce9-2301-4fb7-9005-45960f9be5bb","C49487","2023-12-15","No"
"http://www.cdisc.org","Code_313","Code","501a2aae-bd74-432b-a2ee-7020acfe8745","C49488","2023-12-15","Yes"
"http://www.cdisc.org","Code_314","Code","b681ddbb-810b-4023-9edd-7e9e283f52a0","C83309","2023-12-15","Laboratory Test Fasting Status"
"http://www.cdisc.org","Code_315","Code","222e86d8-72b7-48cf-8615-4da4f0bbbcd4","C64853","2023-12-15","K"
"http://www.cdisc.org","Code_316","Code","431aac07-e355-46c7-a823-1cabb77dc64a","C64809","2023-12-15","SODIUM"
"http://www.cdisc.org","Code_317","Code","81147d03-fe1b-4dd7-963c-4e9a6f9ac7b9","C36292","2023-12-15","Laboratory Test Result"
"http://www.cdisc.org","Code_318","Code","60006da7-c4f5-4faa-abab-5419f5f0087e","C67474","2023-12-15","Milliequivalent per Liter"
"http://www.cdisc.org","Code_319","Code","c8aa4909-1068-4c78-bc1d-dbfacead8b68","C67473","2023-12-15","Milliequivalent per Deciliter"
"http://www.cdisc.org","Code_320","Code","6bbdd5fc-8490-4f7e-be61-b610a6dc7202","C64387","2023-12-15","Millimole per Liter"
"http://www.cdisc.org","Code_321","Code","43477b50-ce8c-4f38-a3d0-83ffd5e08757","C64567","2023-12-15","Molarity Unit"
"http://www.cdisc.org","Code_322","Code","fc20e6c1-0f37-4979-a567-e33fb90cd80d","C70713","2023-12-15","Biospecimen Type"
"http://www.cdisc.org","Code_323","Code","8b57b35d-8e37-43de-8a48-857afa227972","C49487","2023-12-15","No"
"http://www.cdisc.org","Code_324","Code","f89c0e27-50e6-4c0e-ae2e-66992ee60ef2","C49488","2023-12-15","Yes"
"http://www.cdisc.org","Code_325","Code","60866c60-f51e-455e-9c2a-56811d4f8bb0","C83309","2023-12-15","Laboratory Test Fasting Status"
"http://www.cdisc.org","Code_326","Code","fd711071-f407-4b9d-9642-df6783a6f4b0","C64809","2023-12-15","SODIUM"
"http://www.cdisc.org","Code_327","Code","68a3a3c1-721f-4e30-bf93-6cbbac27107b","C25298","2023-12-15","SYSBP"
"http://www.cdisc.org","Code_328","Code","b567ad99-1710-490c-8d59-2ee36193aac3","C77140","2023-12-15","Clinical Test Result"
"http://www.cdisc.org","Code_329","Code","52e9a9c4-e5f3-495e-9047-1368d074eb08","C49669","2023-12-15","Unit of Pressure"
"http://www.cdisc.org","Code_330","Code","4b9fd2d2-b989-4fb8-89fb-f8278163f699","C62122","2023-12-15","Sitting"
"http://www.cdisc.org","Code_331","Code","c960aea5-d8db-46b1-a241-236419673766","C62166","2023-12-15","Standing"
"http://www.cdisc.org","Code_332","Code","c83ed1f6-300e-4721-8b05-7d2b06c95b39","C62167","2023-12-15","Supine Position"
"http://www.cdisc.org","Code_333","Code","3a34c911-d95f-4187-827c-05d4f4c4ca0a","C62164","2023-12-15","Body Position"
"http://www.cdisc.org","Code_334","Code","39f6fbdd-2014-452a-adb4-f3aed03058c9","C12681","2023-12-15","Brachial Artery"
"http://www.cdisc.org","Code_335","Code","dc71bd53-ae6c-42ba-9708-30199ca94f78","C12687","2023-12-15","Common Carotid Artery"
"http://www.cdisc.org","Code_336","Code","6e9a7662-1d17-45aa-bc51-0305febcdaeb","C32478","2023-12-15","Dorsalis Pedis Artery"
"http://www.cdisc.org","Code_337","Code","acb5d144-37fa-43db-b82b-6a51b0f9fd9c","C12715","2023-12-15","Femoral Artery"
"http://www.cdisc.org","Code_338","Code","191a5b6d-a061-4a29-b1fd-4f0fe8319e81","C12838","2023-12-15","Radial Artery"
"http://www.cdisc.org","Code_339","Code","61545db5-ae17-4cc3-abbc-76e7bf1c8184","C13717","2023-12-15","Anatomic Site"
"http://www.cdisc.org","Code_340","Code","09f580ab-7f27-4c5c-b926-43fdb8e49e6a","C25229","2023-12-15","Left"
"http://www.cdisc.org","Code_341","Code","87bf0b20-f0eb-49dc-bd5b-34c92616291a","C25228","2023-12-15","Right"
"http://www.cdisc.org","Code_342","Code","47344c90-3212-4355-aa60-abdcc88438fe","C25185","2023-12-15","Laterality"
"http://www.cdisc.org","Code_343","Code","7cf5feec-27fc-4d8d-941a-5dde7b425d1f","C25298","2023-12-15","SYSBP"
"http://www.cdisc.org","Code_344","Code","e031c481-d63e-4b19-b085-5bd2ff9a9973","C25299","2023-12-15","DIABP"
"http://www.cdisc.org","Code_345","Code","bd4ce9f8-d172-4a01-b166-909026783396","C77140","2023-12-15","Clinical Test Result"
"http://www.cdisc.org","Code_346","Code","ac9aa04c-7051-41de-b2dc-79676cd166ba","C49669","2023-12-15","Unit of Pressure"
"http://www.cdisc.org","Code_347","Code","57b523ff-7324-4af8-82ce-a48b8fa9aedf","C62122","2023-12-15","Sitting"
"http://www.cdisc.org","Code_348","Code","41151455-7711-4fe5-93e0-8cd1b44365fe","C62166","2023-12-15","Standing"
"http://www.cdisc.org","Code_349","Code","c5bc293b-04aa-475a-a0e6-68cf2cf7a78e","C62167","2023-12-15","Supine Position"
"http://www.cdisc.org","Code_350","Code","5b36f255-eb82-4fbb-89a8-6d408df70542","C62164","2023-12-15","Body Position"
"http://www.cdisc.org","Code_351","Code","4e16a9ba-8281-4fdd-b723-38f3187d85c4","C12681","2023-12-15","Brachial Artery"
"http://www.cdisc.org","Code_352","Code","e1c96d90-40e1-4007-8f47-0a87ce91101d","C12687","2023-12-15","Common Carotid Artery"
"http://www.cdisc.org","Code_353","Code","2b827352-f715-47bd-9370-c2d05b622981","C32478","2023-12-15","Dorsalis Pedis Artery"
"http://www.cdisc.org","Code_354","Code","63da482b-e49d-48c5-be96-0c7dec34d8d1","C12715","2023-12-15","Femoral Artery"
"http://www.cdisc.org","Code_355","Code","92005db5-23ec-4157-9a00-dbe6975527c4","C12838","2023-12-15","Radial Artery"
"http://www.cdisc.org","Code_356","Code","c429c5df-57f0-473b-b16e-7e5a37c39d6b","C13717","2023-12-15","Anatomic Site"
"http://www.cdisc.org","Code_357","Code","a6ba8bc1-63e1-46cb-b845-61a1f6710dce","C25229","2023-12-15","Left"
"http://www.cdisc.org","Code_358","Code","ad586436-ccae-424a-9a25-565956f12add","C25228","2023-12-15","Right"
"http://www.cdisc.org","Code_359","Code","ab9357af-f566-4765-9e13-743090d4992a","C25185","2023-12-15","Laterality"
"http://www.cdisc.org","Code_360","Code","e2e636dc-c5ad-49ec-b1a1-41e246949da2","C25299","2023-12-15","DIABP"
"http://www.cdisc.org","Code_361","Code","d4b17fe0-d550-4288-8510-b97e73f55830","C49677","2023-12-15","HR"
"http://www.cdisc.org","Code_362","Code","9c302315-afd1-4e5d-9253-f41460dce13a","C77140","2023-12-15","Clinical Test Result"
"http://www.cdisc.org","Code_363","Code","9e3ad539-02a6-45a4-b8f1-9b869f722c65","C73688","2023-12-15","Count per Minute"
"http://www.cdisc.org","Code_364","Code","9cb8bd80-ce58-4189-89ec-62663b864f55","C62122","2023-12-15","Sitting"
"http://www.cdisc.org","Code_365","Code","0bb2784b-13d8-45e1-a010-30141402d774","C62166","2023-12-15","Standing"
"http://www.cdisc.org","Code_366","Code","8307fbe9-8cad-4704-9426-686aaf9fc7b1","C62167","2023-12-15","Supine Position"
"http://www.cdisc.org","Code_367","Code","2b5d15d7-68e3-4b0e-80c9-908709139526","C62164","2023-12-15","Body Position"
"http://www.cdisc.org","Code_368","Code","eb0eff1f-4ed9-4da6-a0d9-00786d8cd92d","C12681","2023-12-15","Brachial Artery"
"http://www.cdisc.org","Code_369","Code","70295319-6f5c-40a6-963f-1eb0855b4f93","C12687","2023-12-15","Common Carotid Artery"
"http://www.cdisc.org","Code_370","Code","58fc6753-6b7d-4471-963a-810c078fff9f","C32478","2023-12-15","Dorsalis Pedis Artery"
"http://www.cdisc.org","Code_371","Code","4d3a4af3-fba7-4fd0-97b4-e3c8dd9cfde6","C12715","2023-12-15","Femoral Artery"
"http://www.cdisc.org","Code_372","Code","98ab12dd-4290-4ec7-a4fb-7b8afcff95b6","C12838","2023-12-15","Radial Artery"
"http://www.cdisc.org","Code_373","Code","d2aca7d2-5f55-423b-9f09-8ef87deafc8f","C13717","2023-12-15","Anatomic Site"
"http://www.cdisc.org","Code_374","Code","b17c49bd-9377-48a1-b194-87919aa86240","C25229","2023-12-15","Left"
"http://www.cdisc.org","Code_375","Code","962f69a3-32f6-4733-a06a-72ec4e0e2510","C25228","2023-12-15","Right"
"http://www.cdisc.org","Code_376","Code","bc1ba469-40ae-49dc-b48a-e2cb36857024","C25185","2023-12-15","Laterality"
"http://www.cdisc.org","Code_377","Code","c57cdce8-ede6-47a8-bad8-ca0bc3203f9d","C49677","2023-12-15","HR"
"http://www.cdisc.org","Code_378","Code","02f96103-3440-4aa2-b4cc-610a804ce229","C25298","2023-12-15","SYSBP"
